runtime,title,directors,genres
85.0,Funny Ha Ha,Andrew Bujalski,"Comedy,Drama,Romance"
136.0,The Island,Michael Bay,"Action,Sci-Fi,Thriller"
113.0,Bad News Bears,Richard Linklater,"Comedy,Sport"
107.0,The Devil's Rejects,Rob Zombie,"Crime,Drama,Horror"
96.0,Last Days,Gus Van Sant,"Drama,Music"
104.0,November,Achero Mañas,"Adventure,Comedy,Drama"
100.0,Sky High,Mike Mitchell,"Action,Comedy,Family"
121.0,Stealth,Rob Cohen,"Action,Adventure,Sci-Fi"
98.0,Must Love Dogs,Gary David Goldberg,"Comedy,Romance"
89.0,The Aristocrats,"Penn Jillette, Paul Provenza","Comedy,Documentary"
111.0,Twice in a Lifetime,Bud Yorkin,"Drama,Romance"
99.0,Georgy Girl,Silvio Narizzano,"Comedy,Drama,Romance"
105.0,This Is My Life,Nora Ephron,Drama
123.0,The Music Lovers,Ken Russell,"Biography,Comedy,Drama"
78.0,Kiss and Make-Up,Harlan Thompson,"Comedy,Musical,Romance"
107.0,Killer Condom,Martin Walz,"Comedy,Horror,Romance"
108.0,A Touch of Spice,Tassos Boulmetis,Drama
103.0,Dust Devil,Richard Stanley,"Horror,Mystery,Thriller"
100.0,Phone,Byeong-ki Ahn,"Horror,Mystery,Thriller"
89.0,The Order,Sheldon Lettich,"Action,Adventure,Comedy"
119.0,Serenity,Joss Whedon,"Action,Adventure,Sci-Fi"
78.0,The End of Suburbia: Oil Depletion and the Collapse of the American Dream,Gregory Greene,"Documentary,War"
120.0,Let's Get Lost,Bruce Weber,"Biography,Documentary,Music"
98.0,The Talent Given Us,Andrew Wagner,"Comedy,Drama"
204.0,Sholay,Ramesh Sippy,"Action,Adventure,Comedy"
105.0,Broken Flowers,Jim Jarmusch,"Comedy,Drama,Mystery"
127.0,Mr. Canton and Lady Rose,Jackie Chan,"Action,Comedy,Crime"
97.0,Christmas in August,Hur Jin-ho,"Drama,Romance"
188.0,Hum Dil De Chuke Sanam,Sanjay Leela Bhansali,"Comedy,Drama,Musical"
71.0,Baby Face,Alfred E. Green,"Drama,Romance"
89.0,The Star,Stuart Heisler,"Drama,Romance"
90.0,The Browning Version,Anthony Asquith,Drama
92.0,Fourteen Hours,Henry Hathaway,"Drama,Film-Noir,Thriller"
98.0,The Heart is Deceitful Above All Things,Asia Argento,Drama
105.0,Whispering Corridors,Ki-hyeong Park,"Drama,Horror,Mystery"
97.0,Man-Thing,Brett Leonard,"Action,Adventure,Horror"
96.0,Berserk,Jim O'Connolly,"Horror,Mystery,Thriller"
104.0,The Dukes of Hazzard,Jay Chandrasekhar,"Action,Adventure,Comedy"
108.0,The Chumscrubber,Arie Posin,"Comedy,Drama"
86.0,Secuestro Express,Jonathan Jakubowicz,"Action,Crime,Drama"
106.0,Junebug,Phil Morrison,"Comedy,Drama"
83.0,Deuce Bigalow: European Gigolo,Mike Bigelow,Comedy
104.0,The Skeleton Key,Iain Softley,"Drama,Horror,Mystery"
109.0,Four Brothers,John Singleton,"Action,Crime,Drama"
132.0,The Great Raid,John Dahl,"Action,Drama,War"
99.0,Asylum,David Mackenzie,"Drama,Romance,Thriller"
105.0,Pretty Persuasion,Marcos Siega,"Comedy,Drama"
103.0,Grizzly Man,Werner Herzog,"Biography,Documentary"
186.0,The Tree of Wooden Clogs,Ermanno Olmi,"Drama,History"
94.0,The Girl in the Café,,
96.0,The 24th Day,Tony Piccirillo,"Crime,Drama,Thriller"
88.0,Prime Cut,Michael Ritchie,"Action,Crime,Drama"
121.0,The Best of Everything,Jean Negulesco,"Drama,Romance"
110.0,Summer Magic,James Neilson,"Comedy,Family,Musical"
89.0,The Three Stooges Meet Hercules,Edward Bernds,"Comedy,Family,Fantasy"
88.0,Race with the Devil,Jack Starrett,"Action,Drama,Horror"
102.0,Acacia,Ki-hyeong Park,"Horror,Thriller"
91.0,Mermaid Chronicles Part 1: She Creature,,
177.0,Attila,,
98.0,Un Flic,Jean-Pierre Melville,"Crime,Thriller"
92.0,One Point O,"Jeff Renfroe, Marteinn Thorsson","Drama,Horror,Mystery"
90.0,My Date with Drew,"Jon Gunn, Brian Herzlinger, Brett Winn","Documentary,Romance"
82.0,Private Resort,George Bowers,Comedy
100.0,Pusher II: With Blood on My Hands,Nicolas Winding Refn,"Action,Crime,Drama"
88.0,A Woman Rebels,Mark Sandrich,"Drama,History,Romance"
100.0,Duma,Carroll Ballard,"Adventure,Drama,Family"
82.0,Bitter Victory,Nicholas Ray,"Drama,War"
89.0,Lila Says,Ziad Doueiri,"Crime,Drama,Romance"
68.0,Doomed to Die,William Nigh,"Crime,Drama,Mystery"
72.0,Animal Farm,"Joy Batchelor, John Halas","Animation,Drama"
96.0,Winter Soldier,Winterfilm Collective,"Documentary,History,War"
87.0,The Third Wheel,Jordan Brady,"Comedy,Romance"
109.0,The Sea,Baltasar Kormákur,"Comedy,Drama"
94.0,Teen Witch,Dorian Walker,"Comedy,Fantasy,Romance"
98.0,The Last of Mrs. Cheyney,"Richard Boleslawski, Dorothy Arzner, George Fitzmaurice","Comedy,Drama,Romance"
85.0,Homesick,Petri Kotwica,Drama
96.0,Cast a Deadly Spell,,
105.0,Movie Movie,Stanley Donen,"Comedy,Musical,Sport"
123.0,The Teahouse of the August Moon,Daniel Mann,"Comedy,Drama"
103.0,Do Fish Do It?,Almut Getto,Drama
122.0,Black,Sanjay Leela Bhansali,Drama
116.0,The 40 Year Old Virgin,Judd Apatow,"Comedy,Romance"
126.0,Who Killed Bambi?,Gilles Marchand,"Drama,Thriller"
92.0,Contraband,Michael Powell,"Crime,Drama,Romance"
95.0,The Toolbox Murders,Tobe Hooper,"Drama,Horror,Mystery"
85.0,Red Eye,Wes Craven,Thriller
0.0,Lightning Bug,Robert Hall,Drama
100.0,Man of the West,Anthony Mann,"Drama,Western"
175.0,Main Hoon Na,Farah Khan,"Action,Comedy,Drama"
190.0,Dilwale Dulhania Le Jayenge,Aditya Chopra,"Drama,Romance"
94.0,Dreamchild,Gavin Millar,"Biography,Comedy,Drama"
92.0,Miss Sweden,Tova Magnusson,Drama
98.0,My Cousin Rachel,Henry Koster,"Drama,Mystery,Romance"
117.0,Caché,Michael Haneke,"Drama,Mystery,Thriller"
104.0,Nobody Will Speak of Us When We're Dead,Agustín Díaz Yanes,"Crime,Drama,Thriller"
109.0,Asterix & Obelix Take on Caesar,Claude Zidi,"Adventure,Comedy,Family"
134.0,The Key,Carol Reed,"Drama,Romance,War"
88.0,Strings,Anders Rønnow Klarlund,"Adventure,Drama,Fantasy"
135.0,Kin-dza-dza!,Georgiy Daneliya,"Comedy,Drama,Sci-Fi"
118.0,Comrades: Almost a Love Story,Peter Ho-Sun Chan,"Drama,Romance"
80.0,Supercross,Steve Boyum,"Action,Drama,Romance"
76.0,Valiant,Gary Chapman,"Adventure,Animation,Comedy"
118.0,The Brothers Grimm,Terry Gilliam,"Action,Adventure,Comedy"
87.0,The Desperadoes,Charles Vidor,"Action,Comedy,Western"
64.0,Black Dragons,William Nigh,"Horror,Thriller,War"
106.0,The Holy Girl,Lucrecia Martel,Drama
102.0,They Came Back,Robin Campillo,"Drama,Fantasy"
91.0,The Baxter,Michael Showalter,"Comedy,Romance"
97.0,The Cave,Bruce Hunt,"Adventure,Horror,Sci-Fi"
97.0,Undiscovered,Meiert Avis,"Comedy,Music,Romance"
87.0,Dirty Deeds,David Kendall,Comedy
129.0,The Constant Gardener,Fernando Meirelles,"Drama,Mystery,Romance"
87.0,Transporter 2,Louis Leterrier,"Action,Thriller"
90.0,Margaret Cho: Assassin,,
95.0,Just Like Heaven,Mark Waters,"Comedy,Drama,Fantasy"
100.0,Proof,John Madden,"Drama,Mystery"
122.0,Lord of War,Andrew Niccol,"Crime,Drama"
85.0,Venom,Jim Gillespie,Horror
90.0,Cry_Wolf,Jeff Wadlow,"Drama,Horror,Mystery"
106.0,Everything is Illuminated,Liev Schreiber,"Comedy,Drama"
96.0,Thumbsucker,Mike Mills,"Comedy,Drama"
96.0,The Thing About My Folks,Raymond De Felitta,"Comedy,Drama"
85.0,HellBent,Paul Etheredge,"Horror,Thriller"
96.0,G,Christopher Scott Cherot,"Drama,Romance"
95.0,In Old Chicago,Henry King,"Action,Drama,Musical"
81.0,Now and Forever,Henry Hathaway,"Crime,Drama,Romance"
107.0,L.A. Without a Map,Mika Kaurismäki,"Comedy,Drama,Romance"
108.0,Where Angels Fear to Tread,Charles Sturridge,"Drama,Romance"
88.0,Family Guy Presents Stewie Griffin: The Untold Story,,
80.0,Born in Flames,Lizzie Borden,"Drama,Sci-Fi"
90.0,Revenge of the Ninja,Sam Firstenberg,"Action,Crime,Drama"
140.0,Sometimes in April,,
88.0,Bookies,Mark Illsley,"Comedy,Crime,Drama"
105.0,Angel In My Pocket,Alan Rafkin,"Comedy,Family"
101.0,Police Story 2,Jackie Chan,"Action,Comedy,Crime"
93.0,Le Jour se Lève,Marcel Carné,"Crime,Drama,Romance"
68.0,International House,A. Edward Sutherland,Comedy
123.0,New Police Story,Benny Chan,"Action,Crime,Thriller"
81.0,The Edge of the World,Michael Powell,"Drama,History,Romance"
99.0,Golden Boy,Rouben Mamoulian,"Drama,Romance,Sport"
80.0,Go West,Edward Buzzell,"Comedy,Musical,Western"
98.0,Why We Fight,Eugene Jarecki,"Documentary,History,War"
118.0,Companeros,Sergio Corbucci,"Action,Comedy,Western"
110.0,Will Penny,Tom Gries,"Drama,Romance,Western"
98.0,200 Motels,"Tony Palmer, Frank Zappa","Comedy,Fantasy,Music"
119.0,Gertrud,Carl Theodor Dreyer,"Drama,Romance"
91.0,Come Drink with Me,King Hu,"Action,Crime"
108.0,Kitty Foyle,Sam Wood,"Drama,Romance"
105.0,Doom,Andrzej Bartkowiak,"Action,Horror,Sci-Fi"
127.0,Domino,Tony Scott,"Action,Biography,Crime"
94.0,Waiting...,Rob McKittrick,Comedy
93.0,Æon Flux,Karyn Kusama,"Action,Adventure,Sci-Fi"
100.0,Frankenstein 90,Alain Jessua,"Comedy,Drama,Horror"
101.0,Wedlock,Lewis Teague,"Action,Crime,Drama"
108.0,An Unfinished Life,Lasse Hallström,"Drama,Family,Romance"
83.0,The Man,Les Mayfield,"Action,Comedy,Crime"
120.0,Survive Style 5+,Gen Sekiguchi,"Comedy,Fantasy,Horror"
82.0,Woyzeck,Werner Herzog,Drama
68.0,It's a Gift,Norman Z. McLeod,Comedy
105.0,Zozo,Josef Fares,"Drama,Family,War"
128.0,Blue Hill Avenue,Craig Ross Jr.,"Crime,Drama"
124.0,Chapter Two,Robert Moore,"Comedy,Drama,Romance"
102.0,16 Years of Alcohol,Richard Jobson,"Crime,Drama"
122.0,The Exorcism of Emily Rose,Scott Derrickson,"Drama,Horror,Thriller"
98.0,Flightplan,Robert Schwentke,"Drama,Mystery,Thriller"
77.0,Corpse Bride,"Tim Burton, Mike Johnson","Animation,Comedy,Drama"
109.0,Green Street Hooligans,Lexi Alexander,"Crime,Drama,Sport"
96.0,A History of Violence,David Cronenberg,"Action,Crime,Drama"
130.0,Oliver Twist,Roman Polanski,"Crime,Drama"
120.0,The Greatest Game Ever Played,Bill Paxton,"Biography,Drama,Sport"
114.0,Capote,Bennett Miller,"Biography,Crime,Drama"
93.0,The Story of Vernon and Irene Castle,H.C. Potter,"Biography,Drama,Musical"
99.0,The Anderson Tapes,Sidney Lumet,"Action,Crime,Thriller"
96.0,Born to Fight,Panna Rittikrai,"Action,Crime,Drama"
101.0,Final Fantasy VII: Advent Children,"Tetsuya Nomura, Takeshi Nozue","Action,Adventure,Animation"
93.0,Cockles and Muscles,"Olivier Ducastel, Jacques Martineau","Comedy,Musical,Romance"
112.0,Roll Bounce,Malcolm D. Lee,"Comedy,Drama,Music"
100.0,Daltry Calhoun,Katrina Holden Bronson,"Comedy,Drama,Music"
110.0,Into the Blue,John Stockwell,"Action,Adventure,Crime"
99.0,"The Prize Winner of Defiance, Ohio",Jane Anderson,"Biography,Drama"
101.0,Mirrormask,Dave McKean,"Drama,Fantasy"
110.0,Kwik Stop,Michael Gilio,Comedy
122.0,Innocence,Lucile Hadzihalilovic,"Drama,Mystery"
126.0,4,Ilya Khrzhanovskiy,"Drama,Mystery,Sci-Fi"
83.0,Book of Love,Alan Brown,"Comedy,Drama"
96.0,American Yakuza,Frank A. Cappello,"Action,Crime,Drama"
75.0,The Flowers of St. Francis,Roberto Rossellini,"Biography,Comedy,Drama"
91.0,Madhouse,William Butler,"Horror,Thriller"
122.0,Man to Man,Régis Wargnier,Drama
134.0,Münchhausen,Josef von Báky,"Adventure,Comedy,Fantasy"
76.0,Medea,,
85.0,The Curse of the Were-Rabbit,"Steve Box, Nick Park","Adventure,Animation,Comedy"
153.0,Seven Swords,Hark Tsui,"Action,Adventure,Fantasy"
103.0,Kiss Kiss Bang Bang,Shane Black,"Comedy,Crime,Mystery"
97.0,Whispering Corridors 3: Wishing Stairs,Jae-yeon Yun,"Drama,Horror"
120.0,A Bittersweet Life,Kim Jee-woon,"Action,Crime,Drama"
91.0,Dumplings,Fruit Chan,"Drama,Horror"
86.0,A Short Film About Love,Krzysztof Kieslowski,"Drama,Romance"
141.0,"All This, and Heaven Too",Anatole Litvak,"Drama,Romance"
73.0,Bubble,Steven Soderbergh,"Crime,Drama,Mystery"
103.0,Beowulf & Grendel,Sturla Gunnarsson,"Action,Adventure,Drama"
208.0,No Direction Home: Bob Dylan,,
73.0,Valerie and Her Week of Wonders,Jaromil Jires,"Adventure,Drama,Fantasy"
118.0,Everybody's Fine,Giuseppe Tornatore,Drama
101.0,Hail the Conquering Hero,Preston Sturges,"Comedy,War"
118.0,Goal!: The Dream Begins,Danny Cannon,"Drama,Romance,Sport"
108.0,Forty Shades of Blue,Ira Sachs,"Drama,Music,Romance"
99.0,Touch the Sound,Thomas Riedelsheimer,"Documentary,Music"
352.0,Angels in America,,
89.0,Speak,Jessica Sharzer,Drama
93.0,The Wraith,Mike Marvin,"Action,Horror,Romance"
94.0,Factotum,Bent Hamer,"Comedy,Drama,Romance"
99.0,Sweet Movie,Dusan Makavejev,"Comedy,Drama,Mystery"
101.0,By Dawn's Early Light,,
123.0,Don't Come Knocking,Wim Wenders,"Drama,Music"
82.0,Bullets or Ballots,William Keighley,"Crime,Drama,Film-Noir"
130.0,In Her Shoes,Curtis Hanson,"Comedy,Drama,Romance"
111.0,Mother of Mine,Klaus Härö,"Drama,War"
90.0,The Ketchup Effect,Teresa Fabik,"Comedy,Drama"
154.0,55 Days at Peking,Nicholas Ray,"Action,Adventure,Drama"
88.0,Dead & Breakfast,Matthew Leutwyler,"Comedy,Fantasy,Horror"
99.0,Freeze Frame,John Simpson,"Crime,Drama,Mystery"
88.0,Punishment Park,Peter Watkins,"Drama,Thriller"
96.0,The Mating Game,George Marshall,"Comedy,Romance"
81.0,The Squid and the Whale,Noah Baumbach,"Comedy,Drama"
122.0,Two for the Money,D.J. Caruso,"Crime,Drama,Sport"
85.0,Separate Lies,Julian Fellowes,"Crime,Drama,Romance"
83.0,Fourteen Sucks,"Filippa Freijd, Martin Jern, Emil Larsson, Henrik Norrthon","Drama,Romance"
103.0,Star Wreck: In the Pirkinning,,
79.0,Evelyn Prentice,William K. Howard,"Drama,Mystery,Romance"
134.0,Brokeback Mountain,Ang Lee,"Drama,Romance"
98.0,Blue Vinyl,"Daniel B. Gold, Judith Helfand",Documentary
123.0,Elizabethtown,Cameron Crowe,"Comedy,Drama,Romance"
126.0,North Country,Niki Caro,Drama
102.0,Leila,Dariush Mehrjui,"Drama,Family,Romance"
93.0,"Good Night, and Good Luck.",George Clooney,"Biography,Drama,History"
114.0,Li'l Abner,Melvin Frank,"Comedy,Family,Musical"
106.0,Dreamer: Inspired By a True Story,John Gatins,"Drama,Family,Sport"
105.0,The Profession of Arms,Ermanno Olmi,"Drama,History,War"
103.0,Detective Story,William Wyler,"Crime,Drama,Film-Noir"
104.0,The Proposition,John Hillcoat,"Crime,Drama,Western"
105.0,The Gospel,Rob Hardy,"Adventure,Drama,Family"
93.0,Dandelion,Mark Milgard,"Drama,Romance"
89.0,C.S.A.: The Confederate States of America,Kevin Willmott,"Comedy,Drama,War"
100.0,The Fog,Rupert Wainwright,"Horror,Mystery"
95.0,Loggerheads,Tim Kirkman,Drama
95.0,Left Behind III: World at War,Craig R. Baxley,"Action,Drama,Fantasy"
95.0,Protocols Of Zion,Marc Levin,Documentary
87.0,Living 'til the End,Amanda Goodwin,"Drama,Romance"
104.0,Shopgirl,Anand Tucker,"Drama,Romance"
91.0,Kids in America,Josh Stolberg,Comedy
107.0,Where the Truth Lies,Atom Egoyan,"Crime,Mystery,Thriller"
90.0,Barely Legal,David Mickey Evans,Comedy
80.0,Emmanuel's Gift,"Lisa Lax, Nancy Stern Winters",Documentary
99.0,Stay,Marc Forster,"Drama,Mystery,Thriller"
90.0,Confess,Stefan C. Schaefer,"Drama,Thriller"
129.0,The Legend of Zorro,Martin Campbell,"Action,Adventure,Drama"
86.0,God's Sandbox,Doron Eran,Drama
75.0,New York Doll,Greg Whiteley,"Documentary,Music"
101.0,The Weather Man,Gore Verbinski,"Comedy,Drama"
92.0,Saw II,Darren Lynn Bousman,"Horror,Mystery"
102.0,Prime,Ben Younger,"Comedy,Drama,Romance"
108.0,One Wonderful Sunday,Akira Kurosawa,"Drama,Romance"
93.0,Will Success Spoil Rock Hunter?,Frank Tashlin,"Comedy,Romance"
125.0,Don't Move,Sergio Castellitto,"Drama,Romance"
106.0,Three Rooms of Melancholia,Pirjo Honkasalo,"Documentary,War"
76.0,"Race for Your Life, Charlie Brown","Bill Melendez, Phil Roman","Adventure,Animation,Comedy"
168.0,Jerusalem,Bille August,Drama
117.0,"A Genius, Two Friends, and an Idiot",Damiano Damiani,"Comedy,Western"
98.0,Teorema,Pier Paolo Pasolini,"Drama,Mystery"
114.0,Little Fish,Rowan Woods,"Crime,Drama,Romance"
94.0,American Pie Presents: Band Camp,,
99.0,Champion,Mark Robson,"Drama,Film-Noir,Sport"
87.0,Requiem for a Vampire,Jean Rollin,Horror
155.0,Life Is a Miracle,Emir Kusturica,"Comedy,Drama,Music"
100.0,Tarzan the Ape Man,W.S. Van Dyke,"Action,Adventure,Romance"
100.0,Tarzan and His Mate,"Cedric Gibbons, James C. McKay, Jack Conway","Action,Adventure,Romance"
110.0,Midnight Lace,David Miller,"Crime,Drama,Mystery"
128.0,Empire of the Wolves,Chris Nahon,"Action,Crime,Drama"
124.0,The Great Yokai War,Takashi Miike,"Adventure,Family,Fantasy"
91.0,The Swindle,Federico Fellini,"Comedy,Crime,Drama"
109.0,Mahogany,"Berry Gordy, Tony Richardson, Jack Wormser","Drama,Romance"
125.0,Angels in Fast Motion,Ole Christian Madsen,"Crime,Drama,Romance"
139.0,Manderlay,Lars von Trier,Drama
81.0,Week-End in Havana,Walter Lang,"Comedy,Musical,Romance"
115.0,Nine Lives,Rodrigo García,Drama
99.0,South Central,Stephen Milburn Anderson,"Crime,Drama"
91.0,Damnation Alley,Jack Smight,Sci-Fi
102.0,The Bridges at Toko-Ri,Mark Robson,"Drama,Romance,War"
89.0,Love on the Run,François Truffaut,"Comedy,Drama,Romance"
90.0,Duck Season,Fernando Eimbcke,"Comedy,Drama"
78.0,Aprile,Nanni Moretti,"Biography,Comedy"
65.0,The Adventures of Prince Achmed,"Lotte Reiniger, Carl Koch","Adventure,Animation,Drama"
81.0,The Gore Gore Girls,Herschell Gordon Lewis,"Comedy,Crime,Horror"
115.0,Revolver,Guy Ritchie,"Action,Crime,Drama"
98.0,Wild Zero,Tetsuro Takeuchi,"Comedy,Horror,Music"
87.0,Everything Put Together,Marc Forster,Drama
125.0,Jarhead,Sam Mendes,"Biography,Drama,War"
85.0,Siblings,David Weaver,Comedy
90.0,Ushpizin,Gidi Dar,Drama
81.0,Chicken Little,Mark Dindal,"Adventure,Animation,Comedy"
105.0,Romance & Cigarettes,John Turturro,"Comedy,Musical,Romance"
90.0,To The Other Side,Gustavo Loza,Drama
90.0,Dead Man's Shoes,Shane Meadows,"Crime,Drama,Thriller"
116.0,Joyeux Noël,Christian Carion,"Drama,History,Music"
98.0,Count Dracula,Jesús Franco,"Drama,Horror"
85.0,The Brides of Dracula,Terence Fisher,Horror
106.0,The Stratton Story,Sam Wood,"Biography,Drama,Romance"
102.0,The House That Dripped Blood,Peter Duffell,"Drama,Fantasy,Horror"
94.0,Night of the Big Heat,Terence Fisher,"Horror,Mystery,Sci-Fi"
83.0,The Gorgon,Terence Fisher,Horror
88.0,Night of the Lepus,William F. Claxton,"Drama,Horror,Sci-Fi"
66.0,The Match Factory Girl,Aki Kaurismäki,"Comedy,Crime,Drama"
88.0,Zombie and the Ghost Train,Mika Kaurismäki,"Comedy,Drama,Music"
110.0,Highball,Noah Baumbach,"Comedy,Drama"
117.0,Get Rich or Die Tryin',Jim Sheridan,"Biography,Crime,Drama"
85.0,Sword of the Beast,Hideo Gosha,"Action,Drama"
96.0,Just Friends,Roger Kumble,"Comedy,Romance"
128.0,Syriana,Stephen Gaghan,"Drama,Thriller"
84.0,Calamari Union,Aki Kaurismäki,"Comedy,Drama,Music"
182.0,The Best Intentions,Bille August,"Biography,Drama,Romance"
100.0,La Vie de Bohème,Aki Kaurismäki,"Comedy,Drama,Romance"
88.0,Menolippu Mombasaan,Hannu Tuomainen,"Comedy,Drama"
108.0,Derailed,Mikael Håfström,"Crime,Drama,Thriller"
85.0,Creep,Christopher Smith,"Horror,Mystery,Thriller"
135.0,Pride & Prejudice,Joe Wright,"Drama,Romance"
94.0,Keep Your Distance,Stu Pollard,"Drama,Mystery,Romance"
99.0,Edison,David J. Burke,"Action,Crime,Drama"
82.0,Hi-Life,Roger Hedden,"Comedy,Romance"
99.0,Wolf Creek,Greg McLean,"Horror,Thriller"
99.0,The Descent,Neil Marshall,"Adventure,Horror,Thriller"
96.0,Summer Interlude,Ingmar Bergman,"Drama,Romance"
108.0,Takeshis',Takeshi Kitano,"Comedy,Drama,Fantasy"
79.0,Forty Guns,Samuel Fuller,"Action,Drama,Romance"
157.0,Harry Potter and the Goblet of Fire,Mike Newell,"Adventure,Family,Fantasy"
94.0,Dinner with Friends,,
136.0,Walk the Line,James Mangold,"Biography,Drama,Music"
135.0,Rent,Chris Columbus,"Drama,Musical,Romance"
86.0,A Story of Floating Weeds,Yasujirô Ozu,Drama
105.0,My Mother's Smile,Marco Bellocchio,Drama
105.0,Fists in the Pocket,Marco Bellocchio,Drama
101.0,Zathura: A Space Adventure,Jon Favreau,"Action,Adventure,Comedy"
127.0,CRAZY,Jean-Marc Vallée,"Comedy,Drama"
91.0,Lonesome Jim,Steve Buscemi,"Comedy,Drama"
105.0,Our Vines Have Tender Grapes,Roy Rowland,"Drama,Family"
70.0,Sarah Silverman: Jesus Is Magic,Liam Lynch,"Comedy,Documentary,Music"
104.0,Bee Season,"Scott McGehee, David Siegel","Drama,Family"
128.0,Breakfast on Pluto,Neil Jordan,"Comedy,Drama"
88.0,The Ice Harvest,Harold Ramis,"Comedy,Crime,Drama"
90.0,"Yours, Mine & Ours",Raja Gosnell,"Comedy,Family,Romance"
95.0,In The Mix,Ron Underwood,"Comedy,Crime,Drama"
114.0,The Libertine,Laurence Dunmore,"Biography,Drama,History"
110.0,First Descent,"Kemp Curly, Kevin Harrison","Documentary,Sport"
134.0,The Wild Geese,Andrew V. McLaglen,"Action,Adventure,Drama"
83.0,Hondo,John Farrow,"Drama,Romance,War"
98.0,The Bird with the Crystal Plumage,Dario Argento,"Drama,Horror,Mystery"
94.0,A Good Woman,Mike Barker,"Comedy,Drama,Romance"
90.0,Gate of Flesh,Seijun Suzuki,Drama
128.0,Brides,Pantelis Voulgaris,"Drama,Romance"
86.0,The Evil of Frankenstein,Freddie Francis,Horror
105.0,The Clockmaker of St. Paul,Bertrand Tavernier,"Crime,Drama"
90.0,Welcome to the Roses,Francis Palluau,Comedy
91.0,The Driver,Walter Hill,"Action,Crime,Thriller"
135.0,Mondovino,Jonathan Nossiter,Documentary
105.0,Sounder,Martin Ritt,"Drama,Family"
124.0,Match Point,Woody Allen,"Drama,Romance,Thriller"
94.0,Nazarin,Luis Buñuel,Drama
110.0,Ziegfeld Follies,"Lemuel Ayers, Roy Del Ruth, Robert Lewis, Vincente Minnelli, George Sidney, Merrill Pye, Charles Walters","Comedy,Musical"
78.0,Lorna,Russ Meyer,Drama
123.0,The Deep,Peter Yates,"Adventure,Mystery,Thriller"
95.0,The Dying Gaul,Craig Lucas,"Drama,Romance,Thriller"
95.0,After Innocence,Jessica Sanders,Documentary
110.0,The Citadel,King Vidor,Drama
96.0,Beyond the Gates of Splendor,Jim Hanon,Documentary
90.0,A Southern Yankee,"Edward Sedgwick, S. Sylvan Simon","Comedy,History,War"
90.0,Paradise Now,Hany Abu-Assad,"Crime,Drama,Thriller"
93.0,The Kid & I,Penelope Spheeris,Comedy
143.0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Andrew Adamson,"Adventure,Family,Fantasy"
187.0,King Kong,Peter Jackson,"Action,Adventure,Romance"
145.0,Memoirs of a Geisha,Rob Marshall,"Drama,Romance"
103.0,The Family Stone,Thomas Bezucha,"Comedy,Drama,Romance"
98.0,The Promise,Kaige Chen,"Action,Drama,Fantasy"
98.0,Kiss of Death,Henry Hathaway,"Crime,Drama,Film-Noir"
89.0,Where Were You When the Lights Went Out?,Hy Averback,Comedy
120.0,Cuban Rafters,"Carles Bosch, Josep Maria Domènech",Documentary
85.0,Havoc,Barbara Kopple,"Crime,Drama"
128.0,Samurai Rebellion,Masaki Kobayashi,Drama
0.0,Koirankynnen leikkaaja,Markku Pölönen,Drama
172.0,Mother India,Mehboob Khan,"Action,Comedy,Drama"
64.0,Cowards Bend the Knee,Guy Maddin,"Drama,Romance"
83.0,A Generation,Andrzej Wajda,"Drama,War"
88.0,"Ivan the Terrible, Part II: The Boyars' Plot",Sergei Eisenstein,"Biography,Drama,History"
111.0,Down,Dick Maas,"Action,Horror,Mystery"
82.0,The Loveless,"Kathryn Bigelow, Monty Montgomery",Drama
90.0,A Room for Romeo Brass,Shane Meadows,"Comedy,Drama"
110.0,Dona Flor and Her Two Husbands,Bruno Barreto,"Comedy,Fantasy,Romance"
96.0,The Matador,Richard Shepard,"Comedy,Crime,Thriller"
100.0,Look Both Ways,Sarah Watt,"Drama,Mystery,Romance"
98.0,Wal-Mart: The High Cost of Low Price,Robert Greenwald,Documentary
96.0,7 Seconds,,
115.0,8 Million Ways to Die,Hal Ashby,"Action,Crime,Drama"
97.0,Beyond the Forest,King Vidor,"Drama,Film-Noir,Romance"
88.0,Phffft!,Mark Robson,"Comedy,Romance"
92.0,Mozart and the Whale,Petter Næss,"Comedy,Drama,Romance"
106.0,The Organization,Don Medford,"Action,Crime,Drama"
117.0,Cinderella Liberty,Mark Rydell,"Drama,Romance"
98.0,Knute Rockne All American,"Lloyd Bacon, William K. Howard","Biography,Drama,Family"
101.0,A Scene at the Sea,Takeshi Kitano,"Comedy,Drama,Romance"
100.0,Birdcage Inn,Kim Ki-duk,Drama
82.0,Real Fiction,Kim Ki-duk,"Crime,Drama"
117.0,Address Unknown,Kim Ki-duk,"Drama,War"
132.0,Don't Look Now: We're Being Shot At,Gérard Oury,"Adventure,Comedy,War"
140.0,They Died with Their Boots On,Raoul Walsh,"Drama,War,Western"
121.0,The Three Burials of Melquiades Estrada,Tommy Lee Jones,"Adventure,Crime,Drama"
101.0,House of Strangers,Joseph L. Mankiewicz,"Crime,Drama,Film-Noir"
81.0,Lili,Charles Walters,"Drama,Musical,Romance"
97.0,Slim Susie,Ulf Malmros,"Comedy,Crime,Mystery"
112.0,Executive Protection,Anders Nilsson,"Action,Crime,Thriller"
134.0,The Aura,Fabián Bielinsky,"Crime,Drama,Thriller"
